catologNumber;country;locationID;decimalLatitude;decimalLongitude;eventDate;depth;samplingProtocol;samplingEffort;sampleSizeValue;sampleSizeUnit;taxonID;scientificName;acceptedNameUsage;acceptedNameUsageID;individualCount;density;biomass;biomassPerUnitArea
1456;Italy;2;45.61693331;13.13234166;2015-11-28;57.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_459;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1457;Italy;3;45.64303331;13.49619168;2015-11-28;57.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_460;10 min haul duration;0.012191639;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1458;Italy;4;45.11741667;12.36832501;2015-11-25;57.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_461;16 min haul duration;0.01950088;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1459;Italy;5;45.14586667;12.52249165;2015-11-25;57.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_462;15 min haul duration;0.018280279;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 460.00;NA;6;45.26000834;12.88481668;2015-11-29;15.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_463;15 min haul duration;0.018280279;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;62;3391.63;1.85;101.26
1 461.00;Italy;8;44.83353332;12.4809;2015-11-25;14.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_464;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;745;20373.15;15.18;415.23
1 462.00;Italy;12;44.841725;12.54470833;2015-11-25;16.35;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_465;30 min haul duration;0.03723548;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;46;1235.38;1.3;34.89
1 463.00;Italy;16;44.27270833;12.38945001;2015-12-01;13.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_466;15 min haul duration;0.018280279;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;2987;163400.14;31.96;1748.55
1 464.00;Italy;17;44.32655834;12.57050835;2015-11-30;15.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_467;15 min haul duration;0.018280279;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;79;4321.6;1.78;97.48
1 465.00;Italy;21;44.14313333;12.76222502;2015-12-01;15.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_468;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;143;3910.55;4.86;132.96
1466;Italy;24;43.92364998;13.01997501;2015-12-02;16.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_469;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;31;847.74;0.64;17.63
1467;Italy;25;43.97293332;13.07685833;2015-12-01;57.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_470;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1468;Italy;27;43.79721667;13.193175;2015-11-20;19.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_471;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;14;382.85;0.75;20.46
1469;Italy;28;43.80316668;13.37816666;2015-12-02;20.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_472;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;5;136.73;0.22;5.91
1470;Italy;31;43.578825;13.61427501;2015-11-23;20.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_473;30 min haul duration;0.03723548;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;5;134.28;0.11;2.9
1 471.00;Italy;33;43.38500001;13.71395;2015-12-03;14.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_474;25 min haul duration;0.030471919;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;390;12798.67;9.5;311.76
1472;Italy;34;43.38109166;13.88076668;2015-12-03;57.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_475;30 min haul duration;0.03723548;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1473;Italy;37;43.09181667;13.94481668;2015-12-05;20.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_476;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;5;136.73;0.33;8.93
1474;Italy;43;45.38018333;12.39174166;2015-11-28;57.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_477;28 min haul duration;0.034126539;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1475;Italy;44;45.47024167;12.71436666;2015-11-28;57.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_478;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1476;Italy;46;44.90809167;12.63610833;2015-11-25;19.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_479;36 min haul duration;0.043884158;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;10;227.87;0.34;7.67
1 477.00;Italy;47;44.57035831;12.54770832;2015-11-30;16.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_480;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;49;1339.98;1.09;29.9
1478;Italy;48;44.05761667;12.62432499;2015-12-01;20.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_481;15 min haul duration;0.018280279;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;6;328.22;0.14;7.47
1479;Italy;49;43.57580833;13.77063335;2015-11-23;57.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_482;33 min haul duration;0.040222358;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1480;Italy;50;43.0522;14.01249167;2015-12-05;20.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_483;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;4;109.39;0.25;6.95
1481;Italy;55;45.38424166;12.46375;2015-11-28;57.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_484;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 482.00;NA;56;45.32976667;12.89266669;2015-11-29;15.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_485;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;71;1941.6;1.43;39.05
1483;Italy;57;45.07643333;12.7294;2015-11-25;57.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_486;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 484.00;Italy;63;44.1952;12.61360833;2015-12-01;13.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_487;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;3230;88329.22;45.22;1236.61
1 485.00;Italy;64;44.15628333;12.51259999;2015-12-01;13.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_488;15 min haul duration;0.018280279;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;3234;176911.97;49.07;2684.28
1 486.00;Italy;65;44.0852225;12.76194998;2015-12-01;14.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_489;20 min haul duration;0.0243761;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;450;18460.71;8.28;339.68
1487;Italy;66;43.60013332;13.67321666;2015-11-23;57.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_490;33 min haul duration;0.040222358;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1488;Italy;68;42.90368334;13.98228334;2015-12-05;18.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_491;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;18;492.24;0.44;12.03
1489;Italy;70;42.58198334;14.23094167;2015-12-05;57.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_492;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1490;Italy;71;42.26733333;14.57270002;2015-12-04;57.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_493;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1491;Italy;73;42.094;14.87685833;2015-12-04;57.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_494;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1492;Italy;74;41.97780834;15.0836;2015-12-04;57.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_495;29 min haul duration;0.035347138;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1493;Italy;76;41.99434999;15.70324167;2015-12-04;57.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_496;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1494;NA;9;45.02066666;12.93795834;2015-11-25;57.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_497;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1495;NA;10;45.112675;13.251425;2015-11-19;19.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_498;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;8;218.77;0.23;6.28
1496;NA;13;44.61919998;12.7529;2015-11-30;57.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_499;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1497;NA;14;44.72139165;13.08895833;2015-11-20;19.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_500;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;7;191.43;0.14;3.83
1498;NA;18;44.38502499;12.8529;2015-11-30;19.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_501;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;10;273.47;0.36;9.81
1499;NA;19;44.443175;13.16146667;2015-11-20;57.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_502;32 min haul duration;0.039008938;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1500;Italy;29;43.72614168;13.60770836;2015-11-23;57.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_503;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 501.00;NA;51;45.33271667;13.06838333;2015-11-29;15.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_504;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;75;2050.99;2.51;68.64
1502;NA;53;44.55664167;13.55930001;2015-11-19;57.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_505;15 min haul duration;0.01761972;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1503;NA;54;44.23775;12.97664165;2015-11-20;57.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_506;31 min haul duration;0.037788339;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1504;NA;58;45.03414167;13.24455833;2015-11-19;19.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_507;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;9;246.12;0.24;6.62
1505;NA;59;44.69450833;12.77663333;2015-11-30;58.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_508;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1506;NA;60;44.66875833;13.488025;2015-11-19;58.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_509;15 min haul duration;0.018280279;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
